YEAR,RATE_2Seam,RATE_4Seam,RATE_Cutt,RATE_Curv,RATE_Slid,RATE_Chan,RATE_Sink,RATE_Fork,RATE_Knuc,RATE_Other,SPEED_2Seam,SPEED_4Seam,SPEED_Cutt,SPEED_Curv,SPEED_Slid,SPEED_Chan,SPEED_Sink,SPEED_Fork,SPEED_Knuc,SPEED_Other,WAR
2015,10.5,45.3,0.2,14.3,18.4,8.9,0,0,0,2.3,140.9,142.2,136,122,129.7,131.6,0,0,0,132,4.15
2016,13.1,41.9,1,10.8,22.3,10.7,0,0,0,0.2,141.4,142.9,139.9,122.6,132.9,134.2,0,0,0,0,4.79
2017,25.8,26.7,0.2,14.2,12.8,20.2,0,0.1,0,0,141.6,143.4,135,123.4,133.1,132.6,0,135,0,0,5.61
2018,34.1,18,0.1,14,14.5,19.4,0,0,0,0,142,144.5,131,123.2,133.1,132.9,0,0,0,0,3.96
2019,27,19,2.3,15.9,16.8,19,0,0,0,0,141.5,144.1,139.4,123.2,136.3,131.8,0,0,0,0,5.16
2015,5.3,31.7,25,7.7,14.1,13,0,0,0,3.1,139.5,141,135.6,121.2,132.9,131.3,0,131,0,135.7,1.81
2020,27.8,26.7,10.7,18.1,3.8,12.8,0,0,0,0.1,146.3,148.2,138.7,124.5,136.2,128,0,0,0,0,4.12
2021,26.5,24.1,9.7,20.9,3.5,15.3,0,0,0,0.2,146.7,148.7,139.2,124.4,137.8,127.9,0,0,0,0,5.24
2022,30.8,23.1,8,16.2,9,12.8,0,0,0,0.1,147.1,148.7,138.6,127.6,135.9,126.7,0,0,0,0,2.27
2018,5.8,25.9,37,11.6,0.6,19.1,0,0,0,0,144.5,146.4,139.2,125.7,136.7,131.5,0,0,0,0,3.99
2019,9.5,21.7,36.2,14,4.4,14.3,0,0,0,0,145.7,147.7,140.8,126.3,141.2,132,0,0,0,0,2.44
2017,52.7,11.3,2.7,25,0.1,0.4,0,7.9,0,0,144.5,145.5,140.3,123.2,139,138,142,136.8,0,0,3.61
2013,1.4,51.2,0,2,30.1,14.8,0,0,0,0.4,135.1,139.2,0,115.3,129,125.2,133,0,0,128.4,2
2014,0.8,56.9,0,4.1,29,9,0,0.2,0,0.1,136.3,136.6,0,112.8,126.9,123.8,0,124.8,0,0,3.03
2015,0,56.2,0,5.2,30.6,5.8,0,0.1,0,2.2,0,138.4,0,116.2,129.2,127.3,0,130,0,126.5,0.89
2016,0,46.9,10.2,5.1,28,8.5,0,0.8,0,0.4,0,137.5,132.9,116.7,129.5,128.4,0,129.6,0,127,-0.16
2017,0,45.2,7.3,4.7,29.8,8.2,0,4.8,0,0,0,136.7,132.3,114.8,128.6,127.7,0,126.5,0,0,0.73
2018,0,52.5,2.3,9,22.1,3.8,0,10.2,0,0,0,137.9,134,115.1,128.8,126,0,127.7,0,0,0.61
2019,1.1,45,0,2.7,45.8,0,0,5.3,0,0,133,136,0,116.6,128.5,0,0,127.2,0,0,-0.18
2020,1.5,32.2,0,3.6,41.1,19.4,0,1.9,0,0.2,134.8,137.3,0,119.4,129.6,127.8,0,127,0,0,-0.01
2019,35.5,11.3,0,15.9,11.8,25.4,0,0,0,0,142.1,143.4,0,123.8,133.4,131.4,131,0,0,0,5.12
2020,41.2,3.7,0,21.9,11.9,21.3,0,0,0,0,143,144.7,0,126.8,135.9,131.9,0,0,0,0,6.08
2021,46.8,0.4,0,26.1,6.8,20,0,0,0,0,142.5,144.9,0,126.6,136.2,131.6,0,0,0,0,5.58
2022,54.1,0,0,23.8,5.2,16.6,0,0,0,0.3,143.2,0,0,125.4,135.8,133,0,0,0,0,6.25
2023,48.3,0,0,25.9,7.2,18.5,0,0,0,0.2,142,0,0,124.4,135.6,132.6,0,0,0,0,0.94
2014,0,45,0,12.1,24.1,18.8,0,0,0,0,0,140.6,0,118.9,130.5,129.4,0,0,0,116,4.04
2015,0,45,0.1,10.7,27.8,15.9,0,0,0,0.5,140,140.9,135,118.3,131.8,129.3,0,0,0,0,3.46
2016,0.2,45.1,0,11.3,29.3,14,0,0.1,0,0.1,137.6,142,139,119.4,133.9,131.6,135,134,0,0,5.37
2017,0,42.3,1.6,10.5,24.3,21.2,0,0,0,0.1,0,141.6,136.5,119.4,133.8,130.1,0,0,0,116,5.68
2018,0,44.6,0,11.3,24.9,19.2,0,0,0,0,0,140.2,0,120,134.2,129.8,0,0,0,0,-1.39
2019,0,45,0,15,28.3,11.7,0,0,0,0,0,138.3,0,117.4,130.9,129,0,0,0,0,0.01
2020,2.4,42.9,0,5.6,19.8,29.4,0,0,0,0,135,136.4,0,118,131.2,129,0,0,0,0,-0.18
2021,0.5,42.6,0,7.7,41.3,7.9,0,0,0,0,137.5,139.2,0,121.4,132.6,130.8,0,0,0,0,-0.16
2022,0,34.8,0,5.5,48.3,11.4,0,0,0,0,0,137.9,0,117.4,130,129.7,0,0,0,0,-0.09
2023,42.5,2.5,0,3.3,33.2,18.4,0,0,0,0,135.9,136.1,0,117.3,127.5,126.3,0,0,0,0,0.1
2013,1.4,43.9,0,9,14.3,4.6,0,24.4,0,2.5,135.1,141.6,0,112.9,128.8,121.1,0,130.8,0,0,3.38
2014,4.1,46.2,0,9.2,16.2,6.8,0,16.6,0,0.8,132.6,140.6,0,111.1,129.3,120.9,0,131.1,0,0,0.62
2015,2.8,39.7,0,8.6,16.1,9.6,0,20.7,0,2.5,141.2,141.3,0,112.2,130.3,123.3,0,132.2,0,111.6,1.15
2016,1.1,40,0,12.2,11.5,9.1,0,25.8,0,0.2,135.2,142.1,141,111.9,129.9,119.2,0,132,0,122.7,2.67
2017,4.8,40.4,0,7.2,8.6,10.5,0,28.3,0,0.2,135.6,141.2,0,109.6,127.3,119.9,0,131.2,0,105.7,1.17
2018,1.1,40.8,7.7,7.1,4.2,4.4,0,34.6,0,0,137.1,143.6,139,116.5,134,123.2,0,133,0,0,0.87
2020,0,44.4,0,1.9,24.1,1.9,0,27.8,0,0,0,139.3,0,116,130.3,122,0,127.2,0,0,0.09
2016,15.5,40.4,1.7,8,19.1,14.9,0.2,0.1,0,0.1,143.9,145.1,140.1,121.7,136.7,134,142.4,134,0,0,8.23
2017,1.6,48.3,1.1,12,17.9,19,0,0,0,0.1,141.4,145.5,139.7,120.9,137.6,133.8,0,132,0,125,7.32
2018,7.3,41.2,1.5,11.7,19.6,18.6,0,0,0,0,142.9,146.2,138.8,124.4,137.9,135.5,0,0,0,0,3.58
2022,0.2,50.6,0,17.9,24.2,6.7,0,0,0,0.5,146.4,145.9,141,121.4,133.9,132.4,0,0,0,0,5.26
2023,0,38.2,9.1,10.9,32.8,8.5,0,0,0,0.5,0,144,138.6,119.9,130.2,133.1,0,0,0,0,4.58
2020,4.3,41.6,0,5,36.4,12.7,0,0,0,0,143.9,144.7,0,120.7,135.1,135.4,0,0,0,0,8.18
2021,0.2,45,0.3,5.9,33.6,14.9,0,0,0,0.1,142.4,145.9,138.1,122.4,135.9,136,0,0,0,0,4.37
2022,0,44.9,0,4.3,32.1,18,0,0,0,0.6,0,143.6,0,120.9,131.9,133.9,0,0,0,0,2.44
2023,0.6,41.6,3.9,8.9,28,16.8,0,0,0,0.2,141.1,143.4,139.6,120.1,131.1,132.5,0,0,0,130,1.78
2014,14.5,44.7,0.3,8.7,18.7,12.3,0.7,0,0,0.1,134.4,136.4,131.6,110.7,125.3,121.7,138.2,124,0,0,3.08
2013,6.8,49.2,0,2.7,23.5,5.6,0,12,0,0.4,139.2,142.4,0,119.1,130.8,129.5,0,131.5,0,0,1.95
2014,4.6,48.5,0,1.5,25.7,6,0,13.4,0,0.3,138.3,140.5,138,118.7,128.1,129.4,0,131.3,0,99,1.95
2015,3.6,44.4,0.3,5.2,21.5,6.5,0,16.8,0,1.8,139.9,140.7,137.8,122.1,128.8,129.1,0,131.2,0,131.5,-0.18
2017,1.9,44.5,0,2.2,24.1,6.9,0,20.3,0,0,135.9,137.4,0,112.1,126.5,123.3,0,127.6,0,0,1.7
2018,3.9,45,0,2.6,22.2,1.8,0,24.5,0,0,133.8,138,0,115.4,126.9,124.6,0,128.2,0,0,0.3
2019,19.3,25.7,0.2,1.7,24.6,1.6,0,27.1,0,0,137.1,138.7,137,110.3,127.5,126.9,0,129.4,0,0,-0.26
2022,19.9,30.3,0.1,7.9,21.2,20.5,0,0,0,0,150.1,151.5,138.3,127.3,136.2,135.2,0,0,0,0,6.65
2023,22.1,28.5,0,7.4,21.4,20.5,0,0,0,0.1,148.2,150,0,124.2,135.7,134.7,0,0,0,0,2.52
2017,0.8,50.9,12.5,13.6,12.9,4,0,5.2,0,0.1,140.1,143.4,136.8,121.8,133.3,132.9,0,133.6,0,99.5,4.94
2018,3.5,52,0.6,12.1,21,2.5,0,8.4,0,0,142.2,144.8,139.1,122.5,134.9,134.3,0,135.1,0,0,1.53
2013,0,45.2,0,0.2,9.7,37.9,3.6,0,0,3.4,0,138.7,0,108.7,128.3,126.1,134.1,0,0,100,4.97
2014,2.3,44,0,0,1.8,47.6,4.2,0,0,0,132.5,137,0,111,127.2,124.1,134.5,0,0,0,4.1
2015,1,54.7,0,0,2.9,40.2,0,0.2,0,0.8,135,137.5,134,115,125,124.7,123,123.6,0,0,3.06
2016,2.7,53.1,0.1,0.4,0.3,43.3,0.1,0,0,0,132.8,137,132,119.7,128.3,121.1,129.3,0,0,126,2.31
2017,0.7,46.6,0.1,0,0.4,50.2,1.9,0,0,0,135.6,138.4,133.7,122,125.1,122.5,135.1,0,0,0,0.44
2018,0,43.3,0,0.3,7.8,45.7,3,0,0,0,0,138.2,0,116.9,120.2,123.2,135.1,0,0,0,3.46
2019,0,48.6,0,0,4.9,45.5,1,0,0,0,0,135.9,0,0,120.5,121.2,131.9,0,0,0,2.75
2020,0.1,48.2,0,0,1.7,50.1,0,0,0,0,139,134.8,0,0,123.3,120.1,0,0,0,0,0.49
2021,0,43.1,0,0,4.7,50.7,1.5,0,0,0.1,0,138.7,0,0,126,124.6,137.7,0,0,0,1.65
2022,0,47.7,0,0.1,4.3,47.7,0.2,0,0,0.1,0,139.3,0,119,130.7,124.7,132,0,0,0,1.02
2023,0,42.5,0.2,1.2,8.7,47.3,0,0,0,0.1,0,140.4,128.5,120.4,130.1,122.3,0,0,0,0,1.16
2015,9,55.2,6.2,12.5,7.5,5.7,1.4,0,0,2.5,142.7,143.4,139.5,123,136.5,133.8,142.2,0,0,129,3.74
2020,22.5,24.6,5.2,11.5,15.2,20.9,0,0,0,0,140.3,142.6,138.4,122.9,131.9,131.5,0,0,0,0,-0.24
2021,2.3,45.3,0.4,18.7,11,22.4,0,0,0,0,140.5,143.4,138.9,125,131.8,132.4,0,0,0,0,4.2
2022,37.1,16.4,0,14,8.4,23.8,0,0,0,0.3,141.4,143,0,124.1,129.2,133,0,0,0,0,0.45
2013,10.2,51.6,0.6,4.7,26.7,2,0,3.7,0,0.4,145.2,148.7,137.7,126.5,134.9,130.5,132,133.5,0,120.2,2.09
2014,4.2,52.9,1.8,1.4,30.6,2,0,6.9,0,0.2,146.1,150.5,141.4,126.9,137.4,132.7,153,134.3,0,0,3.18
2015,0.1,56.8,2.3,1.8,26.9,2.3,0,9,0,0.9,140.3,151.1,138.7,126.3,136,132.5,0,134.3,0,133.5,5.51
2016,2.2,55.7,0.7,4.6,23.2,0.7,0,12.9,0,0.1,147.9,149.7,140,127.4,136.1,129.9,0,132.2,0,121,2.54
2017,1.2,52.3,1.8,1.4,25.8,0.2,0,17.4,0,0,148.4,149.5,138.9,125.9,135.8,130,0,132.6,0,0,4.99
2018,2.2,48.8,0,1.7,17,0,0,30.3,0,0,148.1,149.5,0,126.4,135.8,0,0,132.6,0,0,6.02
2019,0.5,46.3,0,1.6,8.6,0,0,43,0,0,142,147,0,124.6,134,0,0,130,0,0,2.63
2019,19.8,32,0,12.9,16.2,19.1,0,0,0,0,143.8,145.9,0,123.1,135.1,132.6,0,0,0,0,5.06
2020,0.6,50.9,0,15.1,13.7,19.8,0,0,0,0,144.9,145.1,0,124.6,133,131.3,0,0,0,0,0.66
2015,7.6,38.3,9.4,13.4,6.7,22,0,0,0,2.6,142.1,143.9,141.4,125.1,131.8,128,0,0,0,123.7,2.79
2013,0,52.1,0,10.6,34.3,0.5,0,0.7,0,1.7,0,143.5,0,115.1,131.9,130.4,0,135.1,0,122,2.97
2014,0,54.7,0,11.7,31.1,0.4,0,1.7,0,0.3,0,143.3,0,114.9,131.3,130,0,133.5,0,119,0.17
2015,1.5,54.7,0,10.4,24.7,1.2,0,6.3,0,1.2,140.6,143.8,0,115.2,128.9,130.1,0,133.9,0,119,2.64
2016,0,47.5,0,9.4,23.7,3.3,0,16,0,0,0,142.8,0,112.5,128.5,131,0,133.2,0,0,3.37
2017,0,43.7,0,14.8,22.6,0.1,0,18.8,0,0,0,142.3,0,110.9,128.2,124.5,129,129.6,0,0,4.97
2018,0,43.7,0,12.1,29.5,0.1,0,14.5,0,0,0,142.1,0,110.8,129.3,128,0,130.1,0,0,1.67
2019,0,43.2,0,13.6,29.4,0.4,0,13.5,0,0,0,140.7,0,110.1,129.6,125,0,128.2,0,0,1.84
2020,0,42.2,0,12.3,26,0,0,19.5,0,0,0,140.3,0,109.7,128.2,0,0,127.6,0,0,0.7
2021,0,45.9,0,7.1,27.7,0,0,19,0,0.3,0,137.7,0,109.4,127.9,0,0,125.2,0,0,0.23
2021,0,55,0,4.7,15.5,24.8,0,0,0,0,0,145.4,0,123.7,132.5,131.5,0,0,0,0,2.8
2022,0,63.6,0,14,12.6,9.6,0,0,0,0.2,0,146.3,0,124.6,132.2,134.3,0,0,0,0,2.32
2023,0,59.2,0,7.8,21.2,11.5,0,0,0,0.2,0,146,0,123.8,132.3,132.9,0,0,0,0,2.78
2015,6.3,48.3,9.5,11.6,7.1,15.3,0,0,0,2,140.5,144.3,139.6,124.9,135.7,131.2,0,0,0,121.8,5.14
2016,14.5,42.4,14.8,7.2,4.6,16.1,0,0.1,0,0.3,143,146.1,140.4,127.5,133.1,133.8,0,136,0,129.5,6.23
2017,10.8,35.8,18.3,12.2,0.7,21.7,0,0.1,0,0.3,145,147.7,143.7,128.7,131.5,135.9,0,135.8,0,123.1,5.54
2018,7.2,38.3,15.3,16.9,2.3,20,0,0,0,0,146,148.9,143.6,130.2,140.9,137.9,0,0,0,0,5.23
2017,0,69.9,0.2,6.5,19.6,0,0,3.9,0,0,0,145.2,137,121,127,0,0,128.8,0,0,0.2
2018,0.4,54.1,0,1.9,26.1,0,0,17.4,0,0.1,144,144.6,0,121.6,128.8,0,0,130.4,0,0,0.94
2019,3.2,49,0,1.8,33.2,0,0,12.8,0,0,143.1,144.5,0,118,134.7,0,0,129.8,0,0,3.57
2020,0,55.3,0.8,3.4,33.8,0,0,6.6,0,0,0,145.9,137.8,116.3,136.1,0,0,130.6,0,0,2.39
2021,0,61.6,0,0.9,30.5,0.5,0,6.5,0,0,0,146,0,119.1,134,130.1,0,131.3,0,0,-0.04
2022,0,45.4,0,2.6,39,0,0,13,0,0,0,146.6,0,117.8,134.5,0,0,131.9,0,0,0.51
2023,0,49.3,0,2.8,37.6,0,0,10.2,0,0.1,0,148.2,0,123.8,136.2,0,0,131.8,0,0,-0.31
2013,0,48.7,0,16.9,7.9,12.8,13.3,0,0,0.5,0,136.2,0,117.1,121.8,123.6,134.3,0,0,131.2,3.23
2014,0,32.1,0.1,13.6,11.4,31.9,10.7,0,0,0.1,0,137.8,133,115.8,123.7,123.6,135.3,136,0,109,4.32
2015,1.6,41,0,15.6,14,21.7,4.9,0,0,1.3,131.5,137.2,0,116.6,123.5,123,127.2,0,0,133,5.93
2016,3.5,36,0,17.9,10.3,22.7,9.4,0,0,0.2,133,136,134,116.6,121.8,122.8,133.4,119,0,130,1.2
2017,0.5,45.9,0,14.9,13,20.2,5.4,0,0,0,133.1,137.4,0,115.1,125.4,122.4,130.3,0,0,114,1.63
2018,0.1,44.2,0,17.7,22.3,9.8,5.9,0,0,0,135,138.6,0,117.2,127.6,124.5,133.3,0,0,0,1.7
2019,0,44.2,0,18.6,24.7,5.4,7.1,0,0,0,0,138.2,0,118.6,127.6,125.3,131.8,0,0,0,1.73
2020,0.3,41.5,0,28.2,17.1,6.4,6.5,0,0,0,131,138.8,0,119.1,127.5,124.3,131.9,0,0,0,0.17
2021,0,43.8,0,30.1,19.5,5.4,1.3,0,0,0,0,137.8,0,119.4,126.9,124.9,131.8,0,0,0,0.77
2022,0,42.2,0,29.8,18,8.2,1.8,0,0,0,0,136.9,0,117.1,127.7,123.3,135.9,0,0,0,0.54
2023,0.5,34.1,0,39.8,21.7,3.4,0.3,0,0,0.1,133,136,0,117,128.5,123.2,137.5,0,0,0,0.15
2015,11.3,29.6,20.1,6.6,11.8,11.3,4.3,0.2,0,4.7,143.6,145.8,141.7,126.1,134.3,133.7,141.5,132.5,0,127.2,4.6
2016,18,29.7,13.5,5,10.7,22.7,0,0,0,0.4,142.6,144.7,139.4,126.3,132.6,133.7,0,0,0,126.7,3.61
2019,31.4,24.6,15,13.7,7.6,0.1,0,7.5,0,0,146.1,147.3,141.6,131.8,136.7,135.8,0,138.1,0,0,5.55
2020,28.7,23.8,24.6,12.4,4.3,0.1,0,6.1,0,0,145.8,146.6,138,128.4,137.8,133,0,135.2,0,0,6.87
2021,23.6,26.7,0,13.3,27.9,0,0,8.5,0,0,147.5,148.1,0,130.8,139.3,0,0,136.1,0,0,5.79
2022,20.7,32.4,0.9,15.1,25.8,0,0,5,0,0,148.3,149.1,140.7,130.5,140.9,141,0,137.3,0,0,5.68
2013,37.8,22.3,0.2,11.3,21.8,5.7,0.1,0.3,0,0.5,139.8,143.6,138.8,120.3,129.5,127.8,138.5,128.4,0,105.5,3.17
2014,26.2,23.1,0.5,10.3,23.5,9.4,6.8,0,0,0.2,139,143.1,137,118.3,130.2,126.6,138.6,0,0,130,0.3
2022,45,8.5,0,0.1,18.3,27.9,0,0,0,0.2,146.5,148.3,0,125,133,134.9,0,0,0,0,1.33
2023,14,34.1,0,18.8,1.6,31.4,0,0,0,0.2,145,146,0,129.5,132.2,133.6,0,0,0,133,4.2
2019,38.2,15.1,2.2,26,7.4,11.1,0,0,0,0,144.3,146.4,138.1,128.9,137.1,133.4,0,0,0,0,4.03
2020,25,22.6,2.1,24.8,20.4,5,0,0,0,0,144.3,146.7,137.9,129.9,137.6,134.5,0,0,0,0,5.57
2021,22.6,26.6,0.1,22.8,19.2,8.8,0,0,0,0,144.2,146.4,138,128.9,136.6,133.3,0,0,0,0,5.63
2022,21.3,26.4,0,24.8,14.8,12.6,0,0,0,0,145,146.7,0,129.8,137.6,134.3,0,0,0,0,5.26
2023,22.5,23.4,0,28.1,15.6,9.9,0,0.3,0,0.3,144.7,146.1,0,129.3,139.1,134.6,0,137.9,0,0,3.41
2020,11.5,40.2,17.6,3.5,15.5,11.7,0,0,0,0,143,147.1,138.9,117.6,136.4,127.9,0,0,0,0,3.37
2013,0,69.8,0,1.3,25.6,1.4,1.8,0,0,0.1,0,142.9,0,121,127.8,130.6,137.5,0,0,0,1.49
2014,0.1,53.2,0.1,1.1,32.8,9.2,2.8,0.3,0,0.4,142.5,144.5,129,124.6,129.2,128.5,141.5,130.2,0,101,2.55
2015,0,52.7,0,0.3,38.6,5.9,1.7,0,0,0.8,0,143,0,119.8,127.7,128.7,137.8,0,0,128,2.42
2017,0,47.1,0,0.1,44.8,8.1,0,0,0,0,0,142.9,0,109,129.9,131.4,0,0,0,0,1.62
2018,0,54.6,0,0.1,35.7,8,0,1.7,0,0,0,143.6,0,121,131.5,132.1,0,136.5,0,0,3.16
2019,0,61,0,0,36.8,2,0.3,0,0,0,0,146.3,0,0,133.1,133.4,144.3,0,0,0,1.1
2020,0,57.8,0,0,34.1,6.4,1.6,0,0,0,130,144.6,0,142,130.3,129.3,141.1,0,0,0,2.33
2021,0,55.9,0,0,34.2,9,0.8,0,0,0.1,0,144.2,0,0,129.2,130.9,142.5,0,0,0,1.93
2022,0.1,60.9,0,0.1,23.1,8.4,2.1,5,0,0.4,145,145.4,0,126,130.4,131.9,145.9,133.5,0,0,1.15
2023,0,52.5,0,0.3,38.6,5.6,0,3,0,0.2,0,143.2,0,125.4,126.8,130.3,0,130.5,0,0,0.95
